0.053135,0.14383,0.055068,0.029661,0.027084,0.025487,0.04918,0.029379,0.057598,0.18473,0.063756,0.019258,0.014744,0.020411,0.066101,0.019787,0.0033175,0.034124,0.0040648,0.00037087,0.00021739,0.00041663,0.0043694,0.00039151,12.514,40.051,13.392,7.5976,4.439,5.9464,11.489,5.8298,0.065391,0.18961,0.071085,0.034424,0.030473,0.030122,0.071266,0.033915,85,71,69,167,114,168,59,105,138,135,149,289,221,278,219,191,0.004276,0.035953,0.0050531,0.001185,0.00092861,0.00090736,0.0050788,0.0011502,0.031194,0.10028,0.033525,0.019028,0.011082,0.01486,0.028704,0.014513,12.446,40.011,13.376,7.5923,4.4217,5.9291,11.453,5.7905,1.7406,1.6615,1.5503,1.9613,1.755,1.905,1.7354,1.7364,0.99807,0.99738,0.99767,0.99813,0.99806,0.99743,0.99621,0.99834,346,381,334,280,235,242,310,262,0.30198,0.096887,0.35632,0.71465,1.0352,1.0321,0.49642,0.87,0.58778,1.752,0.66264,0.2516,0.18828,0.25131,0.60971,0.24657,226.56,250,238.28,300.78,265.62,226.56,203.12,269.53,226.56,246.09,250,312.5,257.81,226.56,207.03,253.91,1
0.051652,0.14715,0.055897,0.029917,0.027135,0.02429,0.041148,0.029386,0.0567,0.19355,0.063432,0.020128,0.014351,0.015701,0.049556,0.018382,0.0032149,0.037463,0.0040236,0.00040512,0.00020595,0.00024653,0.0024558,0.0003379,12.412,40.078,13.037,7.8851,4.3652,5.5495,9.6342,5.6185,0.064136,0.19774,0.070683,0.0347,0.030537,0.027629,0.056795,0.033561,85,71,72,167,117,191,92,112,142,133,150,294,219,293,224,204,0.0041134,0.039101,0.0049961,0.0012041,0.0009325,0.00076335,0.0032256,0.0011263,0.030924,0.1001,0.032538,0.019631,0.010835,0.01383,0.023995,0.014008,12.339,39.939,12.983,7.8328,4.3233,5.5181,9.574,5.5892,1.6888,1.712,1.5986,1.9829,1.8597,2.0013,1.6459,1.7538,0.99805,0.99739,0.99828,0.9982,0.99802,0.99781,0.99639,0.99828,342,382,345,271,238,227,305,256,0.34198,0.095,0.28632,0.79649,1.0242,1.1407,0.53611,0.89372,0.52227,1.8266,0.55125,0.25368,0.19387,0.20214,0.43091,0.24345,218.75,234.38,207.03,304.69,281.25,273.44,214.84,277.34,238.28,246.09,269.53,316.41,246.09,312.5,250,261.72,1
0.047246,0.15128,0.05735,0.030288,0.027759,0.024834,0.043916,0.029829,0.051466,0.19747,0.064696,0.020934,0.014353,0.015734,0.054055,0.018219,0.0026487,0.038993,0.0041856,0.00043823,0.000206,0.00024757,0.0029219,0.00033192,11.802,41.366,13.502,7.7965,4.3601,5.4969,10.468,5.5646,0.05944,0.20173,0.072144,0.035014,0.031035,0.028069,0.060844,0.033655,99,68,77,160,117,193,87,117,143,127,149,276,225,292,214,201,0.0035331,0.040697,0.0052048,0.001226,0.00096319,0.00078787,0.003702,0.0011326,0.0294,0.1035,0.033606,0.019427,0.010866,0.013735,0.026149,0.013874,11.731,41.298,13.409,7.7515,4.3356,5.4801,10.434,5.5358,1.6927,1.6541,1.5676,1.9006,1.8302,1.9813,1.6591,1.7898,0.99795,0.99747,0.99834,0.99818,0.99802,0.99779,0.99668,0.99805,334,377,349,272,239,233,311,255,0.3679,0.11689,0.26444,0.76436,1.015,1.0776,0.48611,0.90986,0.49707,1.8423,0.67871,0.26852,0.18892,0.18635,0.54602,0.26562,226.56,234.38,203.12,300.78,269.53,257.81,218.75,269.53,238.28,242.19,242.19,300.78,234.38,253.91,207.03,253.91,1
0.050525,0.16048,0.05682,0.031415,0.027685,0.024654,0.044164,0.030475,0.055298,0.2081,0.064078,0.0227,0.01401,0.015496,0.0515,0.018191,0.0030578,0.043307,0.004106,0.00051528,0.00019627,0.00024013,0.0026522,0.0003309,12.641,41.603,12.876,8.1069,4.2011,5.3998,10.391,5.4572,0.063248,0.21254,0.071284,0.036275,0.030686,0.027988,0.057811,0.034043,99,67,75,169,125,172,82,134,147,122,150,268,213,292,211,197,0.0040003,0.045172,0.0050814,0.0013159,0.00094165,0.00078335,0.0033421,0.0011589,0.031324,0.10381,0.032034,0.020196,0.010454,0.013454,0.025875,0.013669,12.498,41.421,12.782,8.0582,4.1713,5.3681,10.324,5.4539,1.68,1.6996,1.5752,1.8746,1.8363,1.9577,1.6565,1.8489,0.99783,0.99748,0.99804,0.99825,0.99829,0.99775,0.99739,0.99801,323,376,346,277,229,222,316,256,0.44646,0.11877,0.28632,0.73299,1.1617,1.1965,0.47233,0.93782,0.627,2.0086,0.66572,0.28395,0.19114,0.21942,0.50248,0.2471,234.38,226.56,207.03,277.34,265.62,253.91,226.56,265.62,230.47,230.47,199.22,328.12,242.19,265.62,191.41,257.81,1
0.049944,0.16182,0.057473,0.031271,0.027776,0.023558,0.040026,0.029323,0.05487,0.20848,0.064387,0.022795,0.014214,0.012662,0.045361,0.017244,0.0030107,0.043464,0.0041457,0.0005196,0.00020202,0.00016032,0.0020576,0.00029735,12.073,41.211,12.9,8.1781,4.3994,5.2632,9.2928,5.3811,0.062508,0.21283,0.071444,0.036429,0.03089,0.026474,0.053153,0.032768,95,72,80,179,123,180,82,132,143,125,147,266,227,303,226,197,0.0039073,0.045297,0.0051043,0.0013271,0.00095416,0.00070088,0.0028252,0.0010737,0.030194,0.10244,0.032025,0.02041,0.010956,0.013093,0.022981,0.013399,12.048,40.875,12.778,8.1437,4.3714,5.2242,9.1694,5.3462,1.6612,1.6925,1.5694,1.8459,1.8175,1.9535,1.6511,1.8627,0.99773,0.99764,0.99804,0.99828,0.99812,0.99826,0.99719,0.99774,328,379,345,269,230,218,299,248,0.40744,0.10689,0.29444,0.77982,1.0953,1.2977,0.62457,0.98905,0.53955,2.0205,0.70096,0.27134,0.20096,0.17784,0.40848,0.22312,226.56,226.56,210.94,265.62,277.34,328.12,238.28,285.16,226.56,210.94,179.69,300.78,242.19,273.44,250,265.62,1
0.053414,0.16375,0.055423,0.030828,0.027497,0.022639,0.044802,0.029326,0.059511,0.2057,0.062012,0.022377,0.014084,0.012887,0.053418,0.018269,0.0035416,0.042311,0.0038454,0.00050071,0.00019836,0.00016607,0.0028535,0.00033375,12.957,40.878,12.426,7.9938,4.363,5.3612,10.372,5.3492,0.066386,0.20958,0.069163,0.036048,0.030609,0.025584,0.059548,0.033147,86,74,82,174,132,166,70,128,142,129,154,258,224,303,216,181,0.0044071,0.043923,0.0047835,0.0012995,0.0009369,0.00065456,0.0035459,0.0010987,0.032402,0.10204,0.031115,0.02003,0.01093,0.01341,0.025953,0.013358,12.929,40.715,12.415,7.9918,4.3609,5.3505,10.355,5.3298,1.6181,1.6605,1.5609,1.8683,1.8167,1.9631,1.6981,1.8257,0.99788,0.99762,0.99797,0.99836,0.9981,0.99824,0.99748,0.99772,340,384,348,266,228,226,305,257,0.32601,0.081887,0.28132,0.84283,1.1071,1.1475,0.56463,0.9066,0.60356,2.2465,0.595,0.26659,0.18958,0.16671,0.55753,0.25105,230.47,222.66,203.12,273.44,273.44,332.03,226.56,265.62,226.56,207.03,218.75,312.5,242.19,292.97,210.94,257.81,1
0.055337,0.15186,0.054264,0.030206,0.027351,0.022394,0.040537,0.028771,0.06206,0.19254,0.060649,0.021254,0.013871,0.013106,0.045601,0.017438,0.0038515,0.037072,0.0036783,0.00045175,0.00019241,0.00017177,0.0020795,0.00030408,13.769,37.959,12.201,7.9229,4.1061,5.5057,9.2524,5.2705,0.069008,0.19683,0.067838,0.035322,0.030461,0.025394,0.052928,0.032752,87,78,80,183,122,172,98,132,147,135,152,262,210,298,233,184,0.0047622,0.038741,0.004602,0.0012477,0.00092789,0.00064487,0.0028014,0.0010727,0.034315,0.094809,0.030577,0.01984,0.010261,0.013736,0.022992,0.013118,13.692,37.829,12.2,7.9162,4.0941,5.4807,9.1738,5.2339,1.6074,1.7265,1.5984,1.9234,1.7911,1.9511,1.6905,1.8239,0.99796,0.99744,0.99793,0.99835,0.99799,0.99829,0.99718,0.99769,341,377,349,261,224,233,298,252,0.32255,0.11877,0.27444,0.87853,1.1501,1.0818,0.58916,0.89946,0.66195,1.7013,0.6562,0.27924,0.18138,0.16035,0.47013,0.21881,234.38,218.75,207.03,289.06,253.91,343.75,226.56,273.44,234.38,187.5,191.41,312.5,238.28,304.69,203.12,285.16,1
0.050552,0.14248,0.053723,0.029683,0.027175,0.022557,0.042367,0.028186,0.055588,0.17323,0.058197,0.019743,0.013585,0.01298,0.050006,0.017327,0.00309,0.030009,0.0033869,0.00038977,0.00018454,0.00016848,0.0025006,0.00030022,12.777,36.565,11.948,7.8138,4.1475,5.4507,9.9232,5.3053,0.063455,0.17853,0.066074,0.034492,0.030313,0.025392,0.056988,0.032459,87,80,82,181,124,179,93,124,149,143,150,270,225,283,223,194,0.0040265,0.031873,0.0043658,0.0011897,0.00091886,0.00064476,0.0032477,0.0010536,0.031894,0.091457,0.029814,0.019469,0.010361,0.013575,0.024789,0.013245,12.726,36.491,11.896,7.7682,4.1342,5.4164,9.891,5.2848,1.623,1.7416,1.5445,1.8972,1.8028,1.964,1.7366,1.783,0.9978,0.9979,0.99811,0.99832,0.99801,0.99803,0.99735,0.9977,345,380,338,268,230,230,310,251,0.29755,0.10377,0.3357,0.8059,1.1367,1.0988,0.52258,0.92237,0.55865,1.9294,0.58094,0.27111,0.19211,0.19235,0.55738,0.22502,242.19,230.47,214.84,312.5,269.53,355.47,230.47,261.72,261.72,226.56,199.22,312.5,281.25,328.12,210.94,308.59,1
0.054013,0.13618,0.051423,0.02912,0.026722,0.022697,0.044428,0.028481,0.059829,0.16277,0.055066,0.018904,0.013198,0.013119,0.052995,0.017239,0.0035795,0.026496,0.0030323,0.00035734,0.00017418,0.00017211,0.0028085,0.00029717,13.838,36.247,12.207,7.5721,4.2386,5.3951,10.744,5.2308,0.067539,0.16836,0.063218,0.033566,0.029661,0.025468,0.059303,0.032649,88,75,85,171,134,175,90,122,152,142,150,270,219,281,212,200,0.0045615,0.028344,0.0039965,0.0011267,0.00087975,0.00064861,0.0035168,0.0010659,0.034491,0.090288,0.030347,0.01884,0.010568,0.013411,0.026512,0.012975,13.762,36.025,12.109,7.5173,4.2166,5.3512,10.578,5.1771,1.6154,1.7281,1.5966,1.9352,1.8583,2.0272,1.7846,1.7941,0.99797,0.99816,0.99809,0.99855,0.99793,0.99801,0.99743,0.99829,336,376,334,267,226,226,318,247,0.34478,0.12,0.36723,0.83832,1.1185,1.1516,0.4579,0.99984,0.61723,1.5812,0.54116,0.25539,0.19584,0.19973,0.55826,0.22265,238.28,242.19,234.38,312.5,304.69,363.28,238.28,269.53,269.53,222.66,210.94,312.5,269.53,359.38,214.84,292.97,1
0.063612,0.16507,0.058128,0.030388,0.027397,0.024207,0.050112,0.029533,0.074668,0.2174,0.065369,0.021186,0.01478,0.016109,0.069449,0.018528,0.0055754,0.047264,0.0042731,0.00044887,0.00021844,0.00025949,0.0048232,0.00034327,15.24,45.087,14.654,7.8075,4.2692,5.5181,11.958,5.4258,0.081564,0.22321,0.073685,0.035604,0.030818,0.027561,0.074283,0.033808,81,78,94,166,112,164,64,117,145,142,147,269,213,265,219,203,0.0066528,0.049823,0.0054295,0.0012676,0.00094977,0.00075962,0.005518,0.001143,0.038129,0.11287,0.036605,0.019563,0.010676,0.013816,0.029869,0.013559,15.213,45.034,14.605,7.8057,4.2596,5.5126,11.918,5.4099,1.6499,1.756,1.6636,1.8725,1.8094,1.9878,1.7499,1.8611,0.99808,0.99621,0.9975,0.99825,0.99794,0.99784,0.99674,0.99798,352,380,341,269,236,234,319,255,0.25944,0.1,0.32723,0.7792,1.0345,1.0731,0.47437,0.85258,0.70723,1.9744,0.68305,0.2619,0.1916,0.21098,0.60419,0.22655,214.84,250,246.09,277.34,269.53,281.25,199.22,277.34,234.38,250,234.38,281.25,226.56,296.88,203.12,292.97,1
